J22 Holy 2,J22 Holy 2,J22 Dragons 1,J22 Dragons 1,PT7.3836117S,16
J22 Zombies 2,J22 Zombies 2,J22 Fiery 4,J22 Fiery 4,PT5.5725997S,15
J22 Insects 1,J22 Insects 1,J22 Fangs 4,J22 Fangs 4,PT19.6115229S,20
J22 Treasure 2,J22 Treasure 2,J22 Elves 2,J22 Elves 2,PT11.7081992S,21
J22 Fangs 3,J22 Fangs 3,J22 Gross 4,J22 Gross 4,PT8.8553603S,17
J22 Wolves 1,J22 Wolves 1,J22 Cats 4,J22 Cats 4,PT15.5813654S,17
J22 Cats 4,J22 Cats 4,J22 Holy 1,J22 Holy 1,PT7.9620503S,16
J22 Gigantic 2,J22 Gigantic 2,J22 Demons 2,J22 Demons 2,PT8.5845536S,16
J22 Fangs 2,J22 Fangs 2,J22 Cruel 2,J22 Cruel 2,PT5.451794S,11
J22 Dragons 2,J22 Dragons 2,J22 Zombies 3,J22 Zombies 3,PT8.0875063S,15
J22 Elves 1,J22 Elves 1,J22 Cycling 1,J22 Cycling 1,PT7.5707552S,16
J22 Detective 1,J22 Detective 1,J22 Teamwork 1,J22 Teamwork 1,PT20.7227231S,24
J22 Fangs 2,J22 Fangs 2,J22 Goblins 4,J22 Goblins 4,PT18.4441834S,17
J22 Inventive 3,J22 Inventive 3,J22 Knights,J22 Knights,PT6.9432309S,13
J22 Dragons 1,J22 Dragons 1,J22 Law 3,J22 Law 3,PT11.3814502S,13
J22 Vehicles,J22 Vehicles,J22 Elves 1,J22 Elves 1,PT9.21075S,17
J22 Demons 1,J22 Demons 1,J22 Goblins 2,J22 Goblins 2,PT6.8203991S,17
J22 Merfolk 3,J22 Merfolk 3,J22 Gross 1,J22 Gross 1,PT7.7396236S,20
J22 Shapeshifters,J22 Shapeshifters,J22 Insects 2,J22 Insects 2,PT17.6911862S,20
J22 Law 1,J22 Law 1,J22 Ferocious 2,J22 Ferocious 2,PT5.4275982S,16
J22 Fangs 2,J22 Fangs 2,J22 Detective 1,J22 Detective 1,PT10.2067514S,18
